code_nat,d_code_nat,text_nat,d_text_nat,code_plus,d_code_plus,text_plus,d_text_plus,ast,country
1LA04,,Inactivated at 31.12.2023 - S01LA04 -,,S01LA04,,Ranibizumab,,,fin
1LA05,,Inactivated at 31.12.2023 - Eylea 40 mg/ml muu paikallinen lääkehoito (Aflibersepti),,S01LA05,,Aflibercept,,,fin
1XA03,,Inactivated at 31.12.2023 - L01XA03 -,,L01XA03,,Oxaliplatin,,,fin
1XA22,,Inactivated at 31.12.2023 - Jetrea (okriplasmiini) injektio silmän lasiaiseen,,S01XA22,,Ocriplasmin,,,fin
1XC01,,Inactivated at 31.12.2023 - J01XC01 -,,J01XC01,,Fusidic acid,,,fin
1XC02,,Inactivated at 31.12.2023 - L01XC02 -,,L01XC02,,Rituximab,,,fin
1XC03,,Inactivated at 31.12.2023 - L01XC03 -,,L01XC03,,Trastuzumab,,,fin
1XC04,,Inactivated at 31.12.2023 - L01XC04 -,,L04AA34,,Alemtuzumab,,,fin
1XC05,,Inactivated at 31.12.2023 - L01XC05 -,,L01XC05,,Gemtuzumab ozogamicin,,,fin
1XC06,,Inactivated at 31.12.2023 - L01XC06 -,,L01XC06,,Cetuximab,,,fin
1XC07,,Inactivated at 31.12.2023 - L01XC07 -,,L01XC07,,Bevacizumab,,,fin
1XC08,,Inactivated at 31.12.2023 - L01XC08 -,,L01XC08,,Panitumumab,,,fin
1XC10,,Inactivated at 31.12.2023 - Arzerra (ofatumubi) lääkeannos,,L01FA02,,Ofatumumab,,,fin
1XC11,,Inactivated at 31.12.2023 - Lpilimumabi lääkeannos laskimoon,,L01FX04,,Ipilimumab,,,fin
1XC12,,Inactivated at 31.12.2023 - Adcetris (brentuksimabivedotiini) lääkeannos,,L01FX05,,Brentuximab vedotin,,,fin
1XC13,,Inactivated at 31.12.2023 - Perjeta (pertutsumabi) lääkeannos,,L01FD02,,Pertuzumab,,,fin
1XC16,,Inactivated at 31.12.2023 - Quarziba (dinutuksimabi),,L01FX06,,Dinutuximab beta,,,fin
1XC17,,Inactivated at 31.12.2023 - Opdivo (Nivolumabi) lääkeannos laskimoon,,L01FF01,,Nivolumab,,,fin
1XC32,,Inactivated at 31.12.2023 - Tecentriq laskimo,,L01FF05,,Atezolizumab,,,fin
1XD04,,Inactivated at 31.12.2023 - L01XD04 -,,L01XD04,,Aminolevulinic acid,,,fin
1XD05,,Inactivated at 31.12.2023 - L01XD05 -,,L01XD05,,Temoporfin,,,fin
1XD06,,Inactivated at 31.12.2023 - L01XD06 -,,L01XD06,,Efaproxiral,,,fin
1XE01,,Inactivated at 31.12.2023 - J01XE01 -,,J01XE01,,Nitrofurantoin,,,fin
1XE04,,Inactivated at 31.12.2023 - L01XE04 -,,L01EX01,,Sunitinib,,,fin
1XE05,,Inactivated at 31.12.2023 - L01XE05 -,,L01EX02,,Sorafenib,,,fin
1XE06,,Inactivated at 31.12.2023 - Sprycel 50 mg tbl suun kautta,,L01EA02,,Dasatinib,,,fin
1XE12,,Inactivated at 31.12.2023 - Caprelsa (vandetanibi) lääkeannos,,L01EX04,,Vandetanib,,,fin
1XE15,,Inactivated at 31.12.2023 - Zelboraf 14 vrk lääkehoito potilaalle,,L01EC01,,Vemurafenib,,,fin
1XE18,,Inactivated at 31.12.2023 - Jakavi (ruksolitinibi) lääkehoito potilaalle,,D11AH09,,Ruxolitinib,,,fin
1XE21,,Inactivated at 31.12.2023 - Stivarga (regorafenibi) lääkeannos,,L01EX05,,Regorafenib,,,fin
1XE39,,"Inactivated at 31.12.2023 - Rydapt (Midostauriini), 50mg (28tbl), lääkeannos suun kautta",,L01EX10,,Midostaurin,,,fin
1XX02,,Inactivated at 31.12.2023 - J01XX02 -,,J01XX02,,Xibornol,,,fin
1XX08,,Inactivated at 31.12.2023 - J01XX08 -,,J01XX08,,Linezolid,,,fin
1XX09,,Inactivated at 31.12.2023 - J01XX09 -,,J01XX09,,Daptomycin,,,fin
1XX10,,Inactivated at 31.12.2023 - L01XX10 -,,L01XX10,,Masoprocol,,,fin
1XX11,,Inactivated at 31.12.2023 - L01XX11 -,,L01XX11,,Estramustine,,,fin
1XX14,,Inactivated at 31.12.2023 - L01XX14 -,,L01XX14,,Tretinoin,,,fin
1XX16,,Inactivated at 31.12.2023 - L01XX16 -,,L01XX16,,Mitoguazone,,,fin
1XX17,,Inactivated at 31.12.2023 - L01XX17 -,,L01XX17,,Topotecan,,,fin
1XX18,,Inactivated at 31.12.2023 - L01XX18 -,,L01XX18,,Tiazofurine,,,fin
1XX19,,Inactivated at 31.12.2023 - L01XX19 -,,L01XX19,,Irinotecan,,,fin
1XX22,,Inactivated at 31.12.2023 - L01XX22 -,,L01XX22,,Alitretinoin,,,fin
1XX23,,Inactivated at 31.12.2023 - L01XX23 -,,L01XX23,,Mitotane,,,fin
1XX24,,Inactivated at 31.12.2023 - L01XX24 -,,L01XX24,,Pegaspargase,,,fin
1XX25,,Inactivated at 31.12.2023 - L01XX25 -,,L01XX25,,Bexarotene,,,fin
1XX27,,Inactivated at 31.12.2023 - L01XX27 -,,L01XX27,,Arsenic trioxide,,,fin
1XX28,,Inactivated at 31.12.2023 - xx1XX28 -,,L01EA01,,Imatinib,,,fin
1XX29,,Inactivated at 31.12.2023 - L01XX29 -,,L01XX29,,Denileukin diftitox,,,fin
1XX31,,Inactivated at 31.12.2023 - xx1XX31 -,,L01EB01,,Gefitinib,,,fin
1XX32,,Inactivated at 31.12.2023 - L01XX32 -,,L01XX32,,Bortezomib,,,fin
1XX33,,Inactivated at 31.12.2023 - L01XX33 -,,L01XX33,,Celecoxib,,,fin
1XX34,,Inactivated at 31.12.2023 - xx1XX34 -,,L01EB02,,Erlotinib,,,fin
1XX35,,Inactivated at 31.12.2023 - L01XX35 -,,L01XX35,,Anagrelide,,,fin
1XX41,,Inactivated at 31.12.2023 - Halaven (eribuliini) lääkeannos laskimoon,,L01XX41,,Eribulin,,,fin
1XX44,,Inactivated at 31.12.2023 - AFLIBERSEPTI - L01XX44,,L01XX44,,Aflibercept,,,fin
1XX52,,"Inactivated at 31.12.2023 - Venclyxto (Venetoklaksi), 400mg (28tbl), lääkeannos suun kautta",,L01XX52,,Venetoclax,,,fin
1XXXX,,Inactivated at 31.12.2023 - Tisagenlekleuseeli,,L01XL04,,Tisagenlecleucel,,,fin
2AA01,,Inactivated at 31.12.2023 - A02AA01 -,,A02AA01,,Magnesium carbonate,,,fin
2AB02,,Inactivated at 31.12.2023 - Prolastina 1000 mg laskimoon (alfa-1-proteinaasiestäjä),,B02AB02,,Alfa1 antitrypsin,,,fin
2AB04,,Inactivated at 31.12.2023 - Kortisonipulssihoito,,H02AB10,,Cortisone,,,fin
2AC03,,Inactivated at 31.12.2023 - J02AC03 -,,J02AC03,,Voriconazole,,,fin
2AC04,,Inactivated at 31.12.2023 - C02AC04 -,,C02AC04,,Tolonidine,,,fin
2AE01,,Inactivated at 31.12.2023 - D02AE01 -,,D02AE01,,Carbamide,,,fin
2AE02,,Inactivated at 31.12.2023 - L02AE02 -,,L02AE02,,Leuprorelin,,,fin
2AX04,,Inactivated at 31.12.2023 - J02AX04 -,,J02AX04,,Caspofungin,,,fin
2AX05,,Inactivated at 31.12.2023 - J02AX05 -,,J02AX05,,Micafungin,,,fin
2AX06,,Inactivated at 31.12.2023 - J02AX06 -,,J02AX06,,Anidulafungin,,,fin
2BB01,,Inactivated at 31.12.2023 - Riastap lääkeannos laskimoon (fibrinogeeni,,B02BD04,,Coagulation factor IX,,,fin
2BC30,,Inactivated at 31.12.2023 - Tachosil lääketyyny,,B02BC30,,Combinations,,,fin
2BD01,,Inactivated at 31.12.2023 - A02BD01 -,,A02BD01,,"Omeprazole, amoxicillin and metronidazole",,,fin
2BD02,,"Inactivated at 31.12.2023 - A02BD02 - Lansoprazole, tetracycline and metronidazole",,A02BD02,,"Lansoprazole, tetracycline and metronidazole",,,fin
2BD03,,Inactivated at 31.12.2023 - A02BD03 -,,A02BD03,,"Lansoprazole, amoxicillin and metronidazole",,,fin
2BD04,,Inactivated at 31.12.2023 - A02BD04 -,,A02BD04,,"Pantoprazole, amoxicillin and clarithromycin",,,fin
2BD06,,Inactivated at 31.12.2023 - A02BD06 -,,A02BD06,,"Esomeprazole, amoxicillin and clarithromycin",,,fin
2BD07,,Inactivated at 31.12.2023 - B02BD07 -,,A02BD07,,"Lansoprazole, amoxicillin and clarithromycin",,,fin
2BD08,,Inactivated at 31.12.2023 - Coagulation factor VIIa - B02BD08,,B02BD08,,Coagulation factor VIIa,,,fin
2BD09,,Inactivated at 31.12.2023 - B02BD09 -,,B02BD04,,Coagulation factor IX,,,fin
2BD10,,Inactivated at 31.12.2023 - Wilfactin lääkeannos laskimoon,,B02BD10,,von Willebrand factor,,,fin
2BDXX,,Inactivated at 31.12.2023 - Wilfactin lääkeannos laskimoon 1000 IU (von Willebrandt-tekijä),,B02BD06,,Von Willebrand factor and coagulation factor VIII i,,,fin
2BX04,,"Inactivated at 31.12.2023 - Nplate (romiplostiimi, subcutis)",,B02BX04,,Romiplostim,,,fin
2CX01,,Inactivated at 31.12.2023 - G02CX01 -,,G02CX01,,Atosiban,,,fin
3A002,,"Inactivated at 31.12.2023 - Octagam 50mg/ml 100ml (=5g)(Immunoglobuliini, iv",,J06BA02,,"Immunoglobulins, normal human, for intravascular adm.",,,fin
3A006,,Inactivated at 31.12.2023 - Cancidas 70 mg (kaspofungiini),,J02AX04,,Caspofungin,,,fin
3A007,,Inactivated at 31.12.2023 - Xigris 20 mg (drotrekogiini alfa),,B01AC07,,Dipyridamole,,,fin
3A010,,Inactivated at 31.12.2023 - Osigraft 3.3mg impl.ka 1 inj.plo (BMP-7),,M05BC02,,Eptotermin alfa,,,fin
3A012,,Inactivated at 31.12.2023 - Inductos 12mg (dibotermiini alfa),,M05BC01,,Dibotermin alfa,,,fin
3A013,,Inactivated at 31.12.2023 - Humira 40mg 0.8ml (adalimumabi),,L04AB04,,Adalimumab,,,fin
3A019,,Inactivated at 31.12.2023 - Nanogam 50 mg/ml 400 ml (immunoglobuliini),,J06BA02,,"Immunoglobulins, normal human, for intravascular adm.",,,fin
3A021,,"Inactivated at 31.12.2023 - Nonafact 1000IU inj.ka+sol, Nonafact lääkeannos laskimoon",,B02BD04,,Coagulation factor IX,,,fin
3A022,,Inactivated at 31.12.2023 - Ambisome 50mg inf.ka 1inj.plo (amfoterisiini),,J02AA01,,Amphotericin B,,,fin
3A023,,"Inactivated at 31.12.2023 - Kiovig 100mg/ml 10ml (=1g)(Immunoglobuliini, iv)",,J06BA02,,"Immunoglobulins, normal human, for intravascular adm.",,,fin
3A034,,"Inactivated at 31.12.2023 - Privigen 100mg/ml 25ml (=2.5g)(Immunoglobuliini, iv",,J06BA02,,"Immunoglobulins, normal human, for intravascular adm.",,,fin
3A045,,Inactivated at 31.12.2023 - Mabthera 100mg 10ml inf.kons (Rituksimabi),,L01XC02,,Rituximab,,,fin
3A059,,Inactivated at 31.12.2023 - Ecalta 100mg inf.ka (Anidulafungiini),,J02AX06,,Anidulafungin,,,fin
3A063,,Inactivated at 31.12.2023 - Remicade 100mg inf.ka (Infliksimabi),,L04AB02,,Infliximab,,,fin
3A064,,Inactivated at 31.12.2023 - Octaplex 500IU (tekijä IX) inj.ka + liuotin 20ml 1 inj.plo,,B02BD01,,"Coagulation factor IX, II, VII and X in combination",,,fin
3A073,,Inactivated at 31.12.2023 - Wilfactin 1000 IU (von Willebrandt-tekijä),,B02BD10,,von Willebrand factor,,,fin
3A075,,Inactivated at 31.12.2023 - Benefix 500 IU (hyytymistekijä IX),,B02BD04,,Coagulation factor IX,,,fin
3A076,,Inactivated at 31.12.2023 - Refacto AF 1000 IU Hyytymist. VIII,,A02BD02,,"Lansoprazole, tetracycline and metronidazole",,,fin
3A077,,Inactivated at 31.12.2023 - Cofact 500 IU (protombiibikompleksi),,B02BD01,,"Coagulation factor IX, II, VII and X in combination",,,fin
3A095,,Inactivated at 31.12.2023 - Refacto AF 250IU inj.ka (hyytymistekijä VIII),,A02BD02,,"Lansoprazole, tetracycline and metronidazole",,,fin
3A109,,Inactivated at 31.12.2023 - Deflux 1 ml,,D03AX02,,Dextranomer,,,fin
3A111,,Inactivated at 31.12.2023 - Haemocomplettan 1g (fibrinogeeni),,B02BB01,,"Fibrinogen, human",,,fin
3A118,,Inactivated at 31.12.2023 - Cofact 250 IU (protombiibikompleksi),,B02BD01,,"Coagulation factor IX, II, VII and X in combination",,,fin
3A125,,Inactivated at 31.12.2023 - Vistide 75mg/ml 5ml inf.kons (Sidofoviiri),,J05AB12,,Cidofovir,,,fin
3A126,,"Inactivated at 31.12.2023 - Privigen 100mg/ml 50ml (=5g)Immunoglobuliini, iv",,J06BA02,,"Immunoglobulins, normal human, for intravascular adm.",,,fin
3A129,,Inactivated at 31.12.2023 - Novoseven 1 mg (aktivoitua rekombinantti hyytymistekijä VII),,B02BD08,,Coagulation factor VIIa,,,fin
3A146,,Inactivated at 31.12.2023 - Firazyr 30mg 3ml (10mg/ml) inj.neste (Ikatibantti),,B06AC02,,Icatibant,,,fin
3A149,,Inactivated at 31.12.2023 - Haemate 500 IU (von Willebrandt-tekijä+hyytymistekijä VII),,B02BD06,,Von Willebrand factor and coagulation factor VIII i,,,fin
3A158,,Inactivated at 31.12.2023 - Mycamine 50mg inf.ka (Mikafungiini),,J02AX05,,Micafungin,,,fin
3A168,,Inactivated at 31.12.2023 - Berinert 500 IU (proteiini-C1 estäjä),,B06AC04,,Conestat alfa,,,fin
3A176,,Inactivated at 31.12.2023 - Cebitor 100U (C1-esteraasiestäjä) laskimoon,,B06AC04,,Conestat alfa,,,fin
3A192,,"Inactivated at 31.12.2023 - Ozurdex 700 microg implantti silmän lasiaiseen, muu reitti",,S01BA01,,Dexamethasone,,,fin
3A195,,Inactivated at 31.12.2023 - Novoseven 2 mg (aktivoitua rekombinantti hyytymistekijä VII),,B02BD08,,Coagulation factor VIIa,,,fin
3A197,,Inactivated at 31.12.2023 - Feiba 1000 IU,,B02BD03,,Factor VIII inhibitor bypassing activity,,,fin
3A201,,Inactivated at 31.12.2023 - Dantrium 20 mg (dantroleeni),,M03CA01,,Dantrolene,,,fin
3A310,,Inactivated at 31.12.2023 - Dantrolen 20 mg (dantroleeni),,M03CA01,,Dantrolene,,,fin
3A332,,Inactivated at 31.12.2023 - Precedex 100 microg/ml 2 ml inf.kons,,N05CM18,,Dexmedetomidine,,,fin
3A376,,"Inactivated at 31.12.2023 - Praxbind 2,5 g/50 ml x 2 (dabigatraanin (Pradaxa) vastalääke)",,B01AE07,,Dabigatran etexilate,,,fin
3A379,,Inactivated at 31.12.2023 - Sandostatin LAR 10 mg inj.ka+sol (Oktreotidi),,H01CB02,,Octreotide,,,fin
3A387,,Inactivated at 31.12.2023 - Abelcet 100 mg (amfoterisiini B),,J02AA01,,Amphotericin B,,,fin
3A389,,Inactivated at 31.12.2023 - Atenativ 500 ky (antitrombiini),,B01AB02,,Antithrombin III,,,fin
3A407,,Inactivated at 31.12.2023 - Novoseven 1mg (aktivoitu rekombinantti hyytymistekijä VII),,B02BD08,,Coagulation factor VIIa,,,fin
3A422,,"Inactivated at 31.12.2023 - Riastap 1g injektio-/infuusiokuiva-aine, liuosta varten, Riastap",,B02BB01,,"Fibrinogen, human",,,fin
3A453,,Inactivated at 31.12.2023 - Cluvot 1250IU (Hyytymistekijä XIII),,B02BD07,,Coagulation factor XIII,,,fin
3A460,,Inactivated at 31.12.2023 - Orthoclone OKT 3 1mg/ml 5ml inj.neste (Muromonabi-CD3),,L04AA02,,Muromonab-CD3,,,fin
3A476,,"Inactivated at 31.12.2023 - Novastan 100mg/ml 2,5 ml (Argatrobaani)",,B01AE03,,Argatroban,,,fin
3A500,,Inactivated at 31.12.2023 - Recombinate 250IU inj.ka(hyytymistekijä VIII),,B02BD02,,Coagulation factor VIII,,,fin
3A522,,Inactivated at 31.12.2023 - Simulect 20mg inf.ka (Basiliksimabi),,L04AC02,,Basiliximab,,,fin
3A559,,"Inactivated at 31.12.2023 - Gammagard S/D 2.5g (Immunoglobuliini, iv)",,J06BA02,,"Immunoglobulins, normal human, for intravascular adm.",,,fin
3A560,,Inactivated at 31.12.2023 - Simdax 12.5 mg (levosimendaani),,C01CX08,,Levosimendan,,,fin
3A566,,"Inactivated at 31.12.2023 - Simdax 12,5 mg laskimoon",,C01CX08,,Levosimendan,,,fin
3A938,,Inactivated at 31.12.2023 - Fibrinogammin 1250 IU (hyytymistekijä XIII),,B02BD07,,Coagulation factor XIII,,,fin
3A969,,Inactivated at 31.12.2023 - Cetor 500 IU (C1-esteraasiestäjä),,B06AC04,,Conestat alfa,,,fin
3A973,,Inactivated at 31.12.2023 - Fibrinogammin 250 IU (hyytymistekijä XIII),,B02BD07,,Coagulation factor XIII,,,fin
3A979,,Inactivated at 31.12.2023 - Lioresal Intrathecal 2mg/ml 5 ml inj (Baklofeeni),,M03BX01,,Baclofen,,,fin
3AA02,,Inactivated at 31.12.2023 - B03AA02 -,,L03AA02,,Filgrastim,,,fin
3AA13,,Inactivated at 31.12.2023 - C03AA13 -,,L02BX02,,Degarelix,,,fin
3AB03,,Inactivated at 31.12.2023 - Imukin 0.5ml ihon alle,,L03AB03,,Interferon gamma,,,fin
3AB05,,Inactivated at 31.12.2023 - A03AB05 -,,A03AB05,,Propantheline,,,fin
3AB24,,Inactivated at 31.12.2023 - Digibind (494 mg) lääkeannos laskimoon,,V03AB24,,Digitalis antitoxin,,,fin
3AB33,,Inactivated at 31.12.2023 - Cyanokit (hydroksokobalamiini) lääkeannos,,B03BA03,,Hydroxocobalamin,,,fin
3AB34,,Inactivated at 31.12.2023 - V03AB34 -,,V03AB34,,Fomepizole,,,fin
3AB37,,Inactivated at 31.12.2023 - Praxbind lääkeannos (pradaxa vasta-aine),,B01AE07,,Dabigatran etexilate,,,fin
3AE00,,Inactivated at 31.12.2023 - Aprotinin (aprotiniini) 50 ml,,B02AB01,,Aprotinin,,,fin
3AF02,,Inactivated at 31.12.2023 - N03AF02 -,,N03AF02,,Oxcarbazepine,,,fin
3AF07,,Inactivated at 31.12.2023 - Fasturtec (rasburikaasi) laskimoon,,V03AF07,,Rasburicase,,,fin
3AF08,,Inactivated at 31.12.2023 - V03AF08 -,,V03AF08,,Palifermin,,,fin
3AF09,,Inactivated at 31.12.2023 - V03AF09 -,,V03AF09,,Glucarpidase,,,fin
3AX01,,Inactivated at 31.12.2023 - A03AX01 -,,A03AX01,,Fenpiprane,,,fin
3AX03,,Inactivated at 31.12.2023 - A03AX03 -,,A03AX03,,Chlorbenzoxamine,,,fin
3AX05,,Inactivated at 31.12.2023 - A03AX05 -,,A03AX05,,Fenoverine,,,fin
3AX16,,"Inactivated at 31.12.2023 - Mozobil 20mg/ml 1,2ml",,L03AX16,,Plerixafor,,,fin
3BA03,,Inactivated at 31.12.2023 - A03BA03 -,,A03BA03,,Hyoscyamine,,,fin
3BX01,,Inactivated at 31.12.2023 - H03BX01 -,,H03BX01,,Diiodotyrosine,,,fin
